record_id,unit_key,dataset_id,reporting_year,operating_time,gross_load,steam_load,heat_input,co2_mass,so2_mass,nox_mass,so2_control,nox_control,pm_control,program_code
265,55,1,2024,NULL,162682,NULL,1727280,102649,0.518,31.465,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
266,55,1,2025,NULL,67521.3,NULL,779162,46305,0.234,12.688,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
267,55,1,2026,NULL,79811.5,NULL,891720,52993.6,0.268,15.965,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
268,56,1,2022,NULL,5274840,NULL,44748900,4693270,1436.39,766.804,"Wet Limestone","Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator|Wet ESP|Wet Scrubber","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
269,56,1,2023,NULL,4614180,NULL,39091700,4099940,1275.69,764.838,"Wet Limestone","Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator|Wet ESP|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
270,56,1,2024,NULL,4324900,NULL,36747600,3854100,1206.17,788.876,"Wet Limestone","Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator|Wet ESP|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
271,56,1,2025,NULL,4808520,NULL,40531800,4250980,1494.03,777.4,"Wet Limestone","Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator|Wet ESP|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
272,56,1,2026,NULL,2525370,NULL,21158800,2219140,608.006,426.406,"Wet Limestone","Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator|Wet ESP|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
273,57,1,2022,NULL,286565,NULL,3187120,189406,0.956,52.278,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
274,57,1,2023,NULL,33190.5,NULL,362919,21567.3,0.109,7.674,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
275,57,1,2024,NULL,182709,NULL,1967010,116897,0.59,37.41,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
276,57,1,2025,NULL,212852,NULL,2541030,151009,0.762,42.099,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
277,57,1,2026,NULL,234549,NULL,2584590,153598,0.775,49.349,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
278,58,1,2022,NULL,224465,NULL,2562730,152300,0.769,41.408,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
279,58,1,2023,NULL,134579,NULL,1470760,87405.7,0.441,24.742,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
280,58,1,2024,NULL,185841,NULL,2021530,120137,0.607,36.976,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
281,58,1,2025,NULL,117170,NULL,1377600,81868.8,0.413,22.562,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
282,58,1,2026,NULL,90965,NULL,1014560,60293.4,0.304,19.276,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
283,59,1,2022,NULL,449956,NULL,5290580,314399,1.587,91.674,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
284,59,1,2023,NULL,105344,NULL,1139230,67701.3,0.342,19.921,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
285,59,1,2024,NULL,531392,NULL,5654400,336033,1.696,95.03,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
286,59,1,2025,NULL,309056,NULL,3675400,218425,1.103,59.516,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
287,59,1,2026,NULL,241083,NULL,2651380,157568,0.795,46.847,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
288,60,1,2022,NULL,243109,NULL,2718640,161564,0.816,47.669,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
289,60,1,2023,NULL,34376.1,NULL,368128,21878.1,0.11,5.899,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
290,60,1,2024,NULL,77513.4,NULL,863070,51290.8,0.259,16.289,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
291,60,1,2025,NULL,69779.2,NULL,817530,48585.6,0.245,14.852,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
292,60,1,2026,NULL,133500,NULL,1466960,87179.6,0.44,25.565,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
293,61,1,2022,NULL,343594,NULL,3838870,228138,1.152,65.698,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
294,61,1,2023,NULL,41753.6,NULL,451269,26818.8,0.135,7.836,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
295,61,1,2024,NULL,423168,NULL,4507060,267849,1.352,80.144,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
296,61,1,2025,NULL,273797,NULL,3267220,194165,0.98,54.167,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
297,61,1,2026,NULL,209037,NULL,2332580,138622,0.7,40.993,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
298,62,1,2022,NULL,567828,NULL,5957820,499286,693.476,405.582,"Wet Lime FGD (Retired May 18, 2022)","Low NOx Burner Technology (Dry Bottom only) (Retired May 18, 2022)","Electrostatic Precipitator (Retired May 18, 2022)","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
299,62,1,2023,NULL,164754,NULL,1659450,98617.1,0.498,65.404,NULL,NULL,NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
300,62,1,2024,NULL,450835,NULL,4752330,282427,1.426,196.716,NULL,NULL,NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
301,62,1,2025,NULL,316377,NULL,3302520,196254,0.991,138.323,NULL,NULL,NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
302,62,1,2026,NULL,71404.2,NULL,896894,53303,0.269,38.897,NULL,NULL,NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
303,63,1,2022,NULL,328155,NULL,3851950,293246,286.452,320.815,"Wet Lime FGD (Retired Mar 31, 2022)","Low NOx Burner Technology (Dry Bottom only) (Retired Mar 31, 2022)","Electrostatic Precipitator (Retired Mar 31, 2022)","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
304,63,1,2023,NULL,31656.4,NULL,326084,19378.3,0.098,14.069,NULL,NULL,NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
305,63,1,2024,NULL,345944,NULL,3772060,224169,1.132,169.302,NULL,NULL,NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
306,63,1,2025,NULL,517865,NULL,5857350,348092,1.757,251.136,NULL,NULL,NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
307,63,1,2026,NULL,89844.5,NULL,1070190,63600.7,0.321,46.626,NULL,NULL,NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
308,64,1,2022,NULL,2606340,NULL,28495100,2923590,6403.83,2006.85,"Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
309,64,1,2023,NULL,3150840,NULL,34345800,3523880,3108.55,2328.92,"Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
310,64,1,2024,NULL,2732020,NULL,28771900,2952000,3017.39,1985.64,"Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
311,64,1,2025,NULL,2578370,NULL,28142000,2887360,4478.52,2233.75,"Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
312,64,1,2026,NULL,690413,NULL,8163440,837570,682.887,1022.95,"Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
313,65,1,2022,NULL,102674,NULL,1150120,69899.9,0.353,30.396,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
314,65,1,2023,NULL,14784.5,NULL,173278,10385,0.053,5.892,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
315,65,1,2024,NULL,56380.3,NULL,664504,39515.4,0.198,22.93,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
316,65,1,2025,NULL,91047.1,NULL,1055060,62826.9,0.316,37.591,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
317,65,1,2026,NULL,47110.3,NULL,522218,31276.3,0.158,20.592,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
318,66,1,2022,NULL,97608,NULL,1084710,65879.3,0.335,30.968,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
319,66,1,2023,NULL,11058,NULL,127442,7609.33,0.039,4.346,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
320,66,1,2024,NULL,18794,NULL,224402,13383.9,0.067,7.424,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
321,66,1,2025,NULL,77078.4,NULL,887603,52890.3,0.266,33.635,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
322,66,1,2026,NULL,45062.5,NULL,497942,29834.5,0.15,21.742,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
323,67,1,2022,NULL,6983.87,NULL,78640.2,4696.89,0.024,2.204,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
324,67,1,2023,NULL,11001.8,NULL,129365,7712,0.039,4.397,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
325,67,1,2024,NULL,38796.6,NULL,450869,26819.7,0.134,17.94,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
326,67,1,2025,NULL,41423.4,NULL,484146,28892.9,0.145,17.161,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
327,67,1,2026,NULL,4234.28,NULL,50290.6,3019.56,0.015,1.496,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
328,68,1,2022,NULL,136400,NULL,1527320,90767,0.458,41.781,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
329,68,1,2023,NULL,90065.4,NULL,1030760,61255.7,0.309,28.751,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
330,68,1,2024,NULL,143506,NULL,1651150,98126,0.495,44,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
331,68,1,2025,NULL,193253,NULL,2191080,130212,0.657,60.371,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
332,68,1,2026,NULL,67151.9,NULL,778049,46239.6,0.233,18.668,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
333,69,1,2022,NULL,153723,NULL,1717110,102045,0.515,44.052,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
334,69,1,2023,NULL,106073,NULL,1201230,71387.7,0.36,34.057,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
335,69,1,2024,NULL,118633,NULL,1350810,80276.5,0.405,34.184,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
336,69,1,2025,NULL,110099,NULL,1218630,72420.7,0.366,31.252,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
337,69,1,2026,NULL,68026.9,NULL,779941,46350.8,0.234,21.458,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
338,70,1,2022,NULL,101926,NULL,1035140,61517.1,0.311,28.887,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
339,70,1,2023,NULL,89626.8,NULL,1018910,60552,0.306,28.155,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
340,70,1,2024,NULL,103233,NULL,1176830,69936.6,0.353,29.981,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
341,70,1,2025,NULL,181513,NULL,2069800,123005,0.621,50.012,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
342,70,1,2026,NULL,69960.4,NULL,797556,47398.4,0.239,20.304,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
343,71,1,2022,NULL,139308,NULL,1570900,93355.9,0.471,45.275,NULL,"Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
344,71,1,2023,NULL,96583.4,NULL,1107910,65842.3,0.332,30.533,NULL,"Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
345,71,1,2024,NULL,88754.2,NULL,1020250,60631.7,0.306,29.495,NULL,"Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
346,71,1,2025,NULL,130953,NULL,1509990,89736.6,0.453,45.463,NULL,"Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
347,71,1,2026,NULL,40828.5,NULL,478794,28454.3,0.144,14.131,NULL,"Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
348,72,1,2022,NULL,126942,NULL,1424460,84654,0.427,39.992,NULL,"Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
349,72,1,2023,NULL,79472.3,NULL,901295,53561.3,0.27,25.87,NULL,"Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
350,72,1,2024,NULL,86323.9,NULL,979617,58217.6,0.294,25.888,NULL,"Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
351,72,1,2025,NULL,159302,NULL,1817760,108026,0.545,44.607,NULL,"Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
352,72,1,2026,NULL,58547,NULL,689765,40991.3,0.207,16.063,NULL,"Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
353,73,1,2022,NULL,50796.7,NULL,602685,35840.9,0.19,7.75,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
354,73,1,2023,NULL,16457.3,NULL,202247,12065,0.083,2.699,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
355,73,1,2024,NULL,6711.06,NULL,81061.1,4863.58,0.051,1.318,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
356,73,1,2025,NULL,13558.4,NULL,157873,9420.66,0.071,2.746,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
357,73,1,2026,NULL,3531.47,NULL,41681.1,2482.71,0.014,0.708,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
358,74,1,2022,NULL,51552.1,NULL,613499,36483.7,0.194,8.018,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
359,74,1,2023,NULL,16224.1,NULL,199790,11922.5,0.083,2.578,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
360,74,1,2024,NULL,6534.73,NULL,80418.9,4831.16,0.054,1.214,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
361,74,1,2025,NULL,12690.5,NULL,149094,8905.44,0.073,2.475,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
362,74,1,2026,NULL,3926.77,NULL,48050.9,2861.74,0.016,0.759,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
363,75,1,2022,NULL,56363,NULL,663154,39425.8,0.205,8.991,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
364,75,1,2023,NULL,17813.6,NULL,216077,12871.4,0.08,2.757,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
365,75,1,2024,NULL,11427.3,NULL,135566,8110.72,0.072,2.102,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
366,75,1,2025,NULL,18517.5,NULL,214565,12803.2,0.097,3.41,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
367,75,1,2026,NULL,5165.7,NULL,60410.4,3596.02,0.019,0.881,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
368,76,1,2022,NULL,57229.3,NULL,683511,40645.4,0.216,8.694,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
369,76,1,2023,NULL,17748.2,NULL,219164,13065.3,0.085,2.671,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
370,76,1,2024,NULL,9605,NULL,116819,6997.58,0.067,1.682,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
371,76,1,2025,NULL,15760.7,NULL,184947,11035.6,0.083,2.858,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
372,76,1,2026,NULL,5071.93,NULL,59819.2,3560.56,0.019,0.852,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
373,77,1,2022,NULL,58486.2,NULL,684610,40706.8,0.215,9.505,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
374,77,1,2023,NULL,18499.7,NULL,223180,13315.3,0.091,2.914,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
375,77,1,2024,NULL,10255.4,NULL,121692,7269,0.058,1.893,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
376,77,1,2025,NULL,17409,NULL,200471,11925,0.065,3.096,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
377,77,1,2026,NULL,3903.97,NULL,46161.1,2751.29,0.016,0.711,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
378,78,1,2022,NULL,59092.6,NULL,697213,41459.2,0.219,10.357,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
379,78,1,2023,NULL,19417.2,NULL,236324,14108.2,0.101,3.421,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
380,78,1,2024,NULL,7062.73,NULL,85026.7,5097.57,0.052,1.444,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
381,78,1,2025,NULL,17580.3,NULL,204409,12161.6,0.067,3.395,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
382,78,1,2026,NULL,4304.5,NULL,51133.7,3045.94,0.017,0.83,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
383,79,1,2022,NULL,60136.9,NULL,712915,42393.4,0.225,9.191,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
384,79,1,2023,NULL,16647.2,NULL,205599,12270.1,0.087,2.658,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
385,79,1,2024,NULL,9276.79,NULL,113279,6785.63,0.065,1.759,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
386,79,1,2025,NULL,18134.8,NULL,215512,12825.6,0.072,3.074,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
387,79,1,2026,NULL,10071.9,NULL,121482,7225.2,0.038,1.707,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
388,80,1,2022,NULL,58641.9,NULL,705819,41970.3,0.222,9.535,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
389,80,1,2023,NULL,16825.7,NULL,210167,12539.2,0.087,2.733,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
390,80,1,2024,NULL,8754.92,NULL,106218,6365.37,0.062,1.653,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
391,80,1,2025,NULL,18677,NULL,217644,12955.5,0.075,3.37,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
392,80,1,2026,NULL,10230.4,NULL,118608,7052.87,0.037,1.634,NULL,"Water Injection|Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
393,81,1,2022,NULL,NULL,444446,622962,NULL,NULL,26.816,NULL,NULL,NULL,SIPNOX
394,81,1,2023,NULL,NULL,339623,285699,NULL,NULL,12.57,NULL,NULL,NULL,SIPNOX
395,81,1,2024,NULL,NULL,363819,308821,NULL,NULL,13.149,NULL,NULL,NULL,SIPNOX
396,81,1,2025,NULL,NULL,314344,225614,NULL,NULL,9.342,NULL,NULL,NULL,SIPNOX
397,81,1,2026,NULL,NULL,140177,90892.6,NULL,NULL,3.955,NULL,NULL,NULL,SIPNOX
398,82,1,2022,NULL,NULL,421592,623754,NULL,NULL,25.874,NULL,NULL,NULL,SIPNOX
399,82,1,2023,NULL,NULL,365658,301165,NULL,NULL,11.89,NULL,NULL,NULL,SIPNOX
400,82,1,2024,NULL,NULL,356014,277649,NULL,NULL,11.818,NULL,NULL,NULL,SIPNOX
401,82,1,2025,NULL,NULL,288727,197954,NULL,NULL,8.346,NULL,NULL,NULL,SIPNOX
402,82,1,2026,NULL,NULL,143901,97940.7,NULL,NULL,4.26,NULL,NULL,NULL,SIPNOX
403,83,1,2022,NULL,89415,NULL,965709,NULL,NULL,41.952,NULL,NULL,NULL,SIPNOX
404,83,1,2023,NULL,75820.7,NULL,812561,NULL,NULL,20.241,NULL,NULL,NULL,SIPNOX
405,83,1,2024,NULL,80881.2,NULL,874537,NULL,NULL,38.92,NULL,NULL,NULL,SIPNOX
406,83,1,2025,NULL,94020.4,NULL,1016220,NULL,NULL,51.988,NULL,NULL,NULL,SIPNOX
407,83,1,2026,NULL,36070.4,NULL,389706,NULL,NULL,15.899,NULL,NULL,NULL,SIPNOX
408,84,1,2022,NULL,32413.7,NULL,372149,22116.9,0.112,17.24,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
409,84,1,2023,NULL,25957.7,NULL,293191,17425.9,0.088,13.37,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
410,84,1,2024,NULL,25992,NULL,295671,17572,0.089,13.305,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
411,84,1,2025,NULL,32733.8,NULL,372616,22144.7,0.112,16.865,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
412,84,1,2026,NULL,30056.6,NULL,329412,19576.2,0.099,14.567,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
413,85,1,2022,NULL,31308.7,NULL,360070,21399.9,0.108,17.178,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
414,85,1,2023,NULL,26866.6,NULL,302631,17984.1,0.091,13.695,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
415,85,1,2024,NULL,25885.4,NULL,293486,17441.8,0.088,13.089,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
416,85,1,2025,NULL,34214.6,NULL,390663,23216.4,0.117,17.278,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
417,85,1,2026,NULL,30404.1,NULL,333195,19804.3,0.1,14.718,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
418,86,1,2022,NULL,35242.9,NULL,396841,23585.6,0.119,18.133,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
419,86,1,2023,NULL,23945.9,NULL,265356,15769.8,0.08,11.93,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
420,86,1,2024,NULL,27373.1,NULL,306647,18226.2,0.092,13.845,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
